,Names,Sizes,Names,Sizes,Diff,% Diff
1973,rrfs.t12z.acqc_inv.tm00,40533,rrfs.t12z.acqc_inv.tm00,40533,0,0.0
1974,rrfs.t02z.snocvr.tm00.bufr_d,1025056,rrfs.t02z.snocvr.tm00.bufr_d,1025056,0,0.0
1975,rrfs.t11z.imssnow,19958468,rrfs.t11z.imssnow,19958468,0,0.0
1976,rrfs.t10z.prepbufr.acft_profiles.tm00,1040272,rrfs.t10z.prepbufr.acft_profiles.tm00,1040272,0,0.0
1977,rrfs.t00z.gpsro.tm00.bufr_d,2732512,rrfs.t00z.gpsro.tm00.bufr_d,2732512,0,0.0
1978,rrfs.t12z.saphir.tm00.bufr_d,0,rrfs.t12z.saphir.tm00.bufr_d,0,0,
1979,rrfs.t04z.prepbufr.tm00.nr,6794016,rrfs.t04z.prepbufr.tm00.nr,6794016,0,0.0
1980,rrfs.t08z.acqc_merged_sorted.tm00,2679872,rrfs.t08z.acqc_merged_sorted.tm00,2679872,0,0.0
1981,rrfs.t13z.imssnow,19958468,rrfs.t13z.imssnow,19958468,0,0.0
1982,rrfs.t11z.sfcshp.tm00.bufr_d,799848,rrfs.t11z.sfcshp.tm00.bufr_d,799848,0,0.0
1983,rrfs.t20z.prepbufr.tm00.nr,5264376,rrfs.t20z.prepbufr.tm00.nr,5264376,0,0.0
1984,rrfs.t21z.nexrad.tm00.bufr_d,588797136,rrfs.t21z.nexrad.tm00.bufr_d,588797136,0,0.0
1985,rrfs.t12z.snocvr.tm00.bufr_d,1407232,rrfs.t12z.snocvr.tm00.bufr_d,1407232,0,0.0
1986,rrfs.t04z.rassda.tm00.bufr_d,33392,rrfs.t04z.rassda.tm00.bufr_d,33392,0,0.0
1987,rrfs.t02z.status.tm00.bufr_d,50115,rrfs.t02z.status.tm00.bufr_d,50115,0,0.0
1988,obsproc_version_for_t21z_rrfs_prep_run,24,obsproc_version_for_t21z_rrfs_prep_run,24,0,0.0
1989,rrfs.t21z.1bhrs4.tm00.bufr_d,1287992,rrfs.t21z.1bhrs4.tm00.bufr_d,1287992,0,0.0
1990,obsproc_version_for_t15z_rrfs_dump_post_run,44,obsproc_version_for_t15z_rrfs_dump_post_run,44,0,0.0
1991,rrfs.t06z.acqc_ord.tm00,152487,rrfs.t06z.acqc_ord.tm00,152487,0,0.0
1992,rrfs.t18z.sfcshp.tm00.bufr_d.listing,1380614,rrfs.t18z.sfcshp.tm00.bufr_d.listing,1380614,0,0.0
1993,rrfs.t15z.acqc_stk.tm00,2630855,rrfs.t15z.acqc_stk.tm00,2630855,0,0.0
1994,rrfs.t00z.aircar_status_flag.tm00.bufr_d,62,rrfs.t00z.aircar_status_flag.tm00.bufr_d,62,0,0.0
1995,rrfs.t00z.airsev.tm00.bufr_d,0,rrfs.t00z.airsev.tm00.bufr_d,0,0,
1996,rrfs.t03z.1bmhs.tm00.bufr_d,4079224,rrfs.t03z.1bmhs.tm00.bufr_d,4079224,0,0.0
1997,rrfs.t23z.aircft.tm00.bufr_d.listing,2878773,rrfs.t23z.aircft.tm00.bufr_d.listing,2878773,0,0.0
1998,rrfs.t14z.airsev.tm00.bufr_d,0,rrfs.t14z.airsev.tm00.bufr_d,0,0,
1999,rrfs.t05z.status.tm00.bufr_d,50196,rrfs.t05z.status.tm00.bufr_d,50196,0,0.0
2000,rrfs.t07z.adpupa.tm00.bufr_d,67512,rrfs.t07z.adpupa.tm00.bufr_d,67512,0,0.0
2001,rrfs.t20z.ascatw.tm00.bufr_d.listing,534741,rrfs.t20z.ascatw.tm00.bufr_d.listing,534741,0,0.0
2002,rrfs.t03z.proflr.tm00.bufr_d.listing,330003,rrfs.t03z.proflr.tm00.bufr_d.listing,330003,0,0.0
2003,rrfs.t22z.gmi1cr.tm00.bufr_d,38151864,rrfs.t22z.gmi1cr.tm00.bufr_d,38151864,0,0.0
2004,rrfs.t17z.mtiasi.tm00.bufr_d,30646224,rrfs.t17z.mtiasi.tm00.bufr_d,30646224,0,0.0
2005,rrfs.t17z.acqc_merged_sorted.tm00,8013032,rrfs.t17z.acqc_merged_sorted.tm00,8013032,0,0.0
2006,rrfs.t05z.imssnow.grib2,9816830,rrfs.t05z.imssnow.grib2,9816830,0,0.0
2007,rrfs.t02z.prepbufr.tm00,44332112,rrfs.t02z.prepbufr.tm00,44332112,0,0.0
2008,rrfs.t04z.atmsdb.tm00.bufr_d,4239296,rrfs.t04z.atmsdb.tm00.bufr_d,4239296,0,0.0
2009,rrfs.t14z.1bamua.tm00.bufr_d,1244864,rrfs.t14z.1bamua.tm00.bufr_d,1244864,0,0.0
2010,rrfs.t08z.imssnow.grib2,9816830,rrfs.t08z.imssnow.grib2,9816830,0,0.0
2011,rrfs.t01z.msonet.tm00.bufr_d.listing,57439561,rrfs.t01z.msonet.tm00.bufr_d.listing,57439561,0,0.0
2012,rrfs.t21z.aircar_status_flag.tm00.bufr_d,62,rrfs.t21z.aircar_status_flag.tm00.bufr_d,62,0,0.0
2013,rrfs.t22z.rassda.tm00.bufr_d,33456,rrfs.t22z.rassda.tm00.bufr_d,33456,0,0.0
2014,rrfs.t19z.esmhs.tm00.bufr_d,4185096,rrfs.t19z.esmhs.tm00.bufr_d,4185096,0,0.0
2015,rrfs.t15z.tideg.tm00.bufr_d,77032,rrfs.t15z.tideg.tm00.bufr_d,77032,0,0.0
2016,rrfs.t21z.cqc_events.tm00,0,rrfs.t21z.cqc_events.tm00,0,0,
2017,rrfs.t10z.tideg.tm00.bufr_d,77448,rrfs.t10z.tideg.tm00.bufr_d,77448,0,0.0
2018,rrfs.t23z.rassda.tm00.bufr_d,34152,rrfs.t23z.rassda.tm00.bufr_d,34152,0,0.0
2019,rrfs.t14z.saphir.tm00.bufr_d.nr,0,rrfs.t14z.saphir.tm00.bufr_d.nr,0,0,
2020,rrfs.t15z.prepbufr.acft_profiles_sfc.tm00,1470864,rrfs.t15z.prepbufr.acft_profiles_sfc.tm00,1470864,0,0.0
2021,rrfs.t04z.tideg.tm00.bufr_d,77304,rrfs.t04z.tideg.tm00.bufr_d,77304,0,0.0
2022,rrfs.t21z.adpupa.tm00.bufr_d.listing,2028,rrfs.t21z.adpupa.tm00.bufr_d.listing,2028,0,0.0
2023,rrfs.t17z.sfcshp.tm00.bufr_d,783128,rrfs.t17z.sfcshp.tm00.bufr_d,783128,0,0.0
2024,rrfs.t05z.prepbufr.tm00.nr,7148080,rrfs.t05z.prepbufr.tm00.nr,7148080,0,0.0
2025,rrfs.t06z.gsrcsr.tm00.bufr_d,18892472,rrfs.t06z.gsrcsr.tm00.bufr_d,18892472,0,0.0
2026,rrfs.t13z.prepbufr.tm00,42107880,rrfs.t13z.prepbufr.tm00,42107880,0,0.0
2027,obsproc_version_for_t10z_rrfs_dump_run,124,obsproc_version_for_t10z_rrfs_dump_run,124,0,0.0
2028,rrfs.t09z.prepbufr_pre-qc.tm00,44432448,rrfs.t09z.prepbufr_pre-qc.tm00,44432448,0,0.0
2029,rrfs.t08z.lghtng.tm00.bufr_d.nr,7112,rrfs.t08z.lghtng.tm00.bufr_d.nr,7112,0,0.0
2030,rrfs.t19z.msone1.tm00.bufr_d,6173296,rrfs.t19z.msone1.tm00.bufr_d,6173296,0,0.0
2031,rrfs.t19z.aircar_status_flag.tm00.bufr_d,62,rrfs.t19z.aircar_status_flag.tm00.bufr_d,62,0,0.0
2032,rrfs.t07z.mtiasi.tm00.bufr_d,30994744,rrfs.t07z.mtiasi.tm00.bufr_d,30994744,0,0.0
2033,rrfs.t14z.gpsipw.tm00.bufr_d,108208,rrfs.t14z.gpsipw.tm00.bufr_d,108208,0,0.0
2034,rrfs.t12z.wndtwr.tm00.bufr_d,0,rrfs.t12z.wndtwr.tm00.bufr_d,0,0,
2035,rrfs.t04z.uprair.tm00.bufr_d,60368,rrfs.t04z.uprair.tm00.bufr_d,60368,0,0.0
2036,rrfs.t20z.prepbufr_pre-qc.tm00,55555320,rrfs.t20z.prepbufr_pre-qc.tm00,55555320,0,0.0
2037,rrfs.t18z.saphir.tm00.bufr_d,0,rrfs.t18z.saphir.tm00.bufr_d,0,0,
2038,rrfs.t04z.acqc_sus.tm00,304332,rrfs.t04z.acqc_sus.tm00,304332,0,0.0
2039,rrfs.t06z.satwnd.tm00.bufr_d,8118280,rrfs.t06z.satwnd.tm00.bufr_d,8118280,0,0.0
2040,rrfs.t18z.1bhrs4.tm00.bufr_d,597808,rrfs.t18z.1bhrs4.tm00.bufr_d,597808,0,0.0
2041,rrfs.t01z.nexrad.tm00.bufr_d,621237520,rrfs.t01z.nexrad.tm00.bufr_d,621237520,0,0.0
2042,rrfs.t08z.vadwnd.tm00.bufr_d,696920,rrfs.t08z.vadwnd.tm00.bufr_d,696920,0,0.0
2043,rrfs.t09z.acqc_inv.tm00,7498,rrfs.t09z.acqc_inv.tm00,7498,0,0.0
2044,rrfs.t13z.atmsdb.tm00.bufr_d,17682664,rrfs.t13z.atmsdb.tm00.bufr_d,17682664,0,0.0
2045,rrfs.t07z.prepbufr_pre-qc.tm00.nr,7538880,rrfs.t07z.prepbufr_pre-qc.tm00.nr,7538880,0,0.0
2046,rrfs.t18z.uprair.tm00.bufr_d,403824,rrfs.t18z.uprair.tm00.bufr_d,403824,0,0.0
2047,rrfs.t05z.lgycld.tm00.bufr_d,58995976,rrfs.t05z.lgycld.tm00.bufr_d,58995976,0,0.0
2048,rrfs.t06z.tideg.tm00.bufr_d,77304,rrfs.t06z.tideg.tm00.bufr_d,77304,0,0.0
2049,rrfs.t07z.ssmisu.tm00.bufr_d,3966544,rrfs.t07z.ssmisu.tm00.bufr_d,3966544,0,0.0
2050,rrfs.t20z.saldrn.tm00.bufr_d,52696,rrfs.t20z.saldrn.tm00.bufr_d,52696,0,0.0
2051,rrfs.t03z.acqc_ord.tm00,203033,rrfs.t03z.acqc_ord.tm00,203033,0,0.0
2052,obsproc_version_for_t18z_rrfs_dump_post_run,44,obsproc_version_for_t18z_rrfs_dump_post_run,44,0,0.0
2053,rrfs.t13z.sfcshp.tm00.bufr_d.listing,1349401,rrfs.t13z.sfcshp.tm00.bufr_d.listing,1349401,0,0.0
2054,rrfs.t02z.cqc_stnlst.tm00,0,rrfs.t02z.cqc_stnlst.tm00,0,0,
2055,rrfs.t14z.gsrasr.tm00.bufr_d,61496416,rrfs.t14z.gsrasr.tm00.bufr_d,61496416,0,0.0
2056,rrfs.t18z.airsev.tm00.bufr_d,0,rrfs.t18z.airsev.tm00.bufr_d,0,0,
2057,rrfs.t17z.amsr2.tm00.bufr_d,30986008,rrfs.t17z.amsr2.tm00.bufr_d,30986008,0,0.0
2058,rrfs.t17z.aircar.tm00.bufr_d.listing,21678611,rrfs.t17z.aircar.tm00.bufr_d.listing,21678611,0,0.0
2059,rrfs.t09z.cqc_sdm.tm00,0,rrfs.t09z.cqc_sdm.tm00,0,0,
2060,rrfs.t14z.esatms.tm00.bufr_d,16781824,rrfs.t14z.esatms.tm00.bufr_d,16781824,0,0.0
2061,rrfs.t20z.satwnd.tm00.bufr_d,16760520,rrfs.t20z.satwnd.tm00.bufr_d,16760520,0,0.0
2062,rrfs.t14z.crsfdb.tm00.bufr_d,83597328,rrfs.t14z.crsfdb.tm00.bufr_d,83597328,0,0.0
2063,rrfs.t01z.gpsipw.tm00.bufr_d.listing,379652,rrfs.t01z.gpsipw.tm00.bufr_d.listing,379652,0,0.0
2064,rrfs.t18z.saphir.tm00.bufr_d.nr,0,rrfs.t18z.saphir.tm00.bufr_d.nr,0,0,
2065,rrfs.t20z.1bamua.tm00.bufr_d,952232,rrfs.t20z.1bamua.tm00.bufr_d,952232,0,0.0
2066,rrfs.t09z.gpsipw.tm00.bufr_d.nr,707168,rrfs.t09z.gpsipw.tm00.bufr_d.nr,707168,0,0.0
2067,rrfs.t14z.sevcsr.tm00.bufr_d,0,rrfs.t14z.sevcsr.tm00.bufr_d,0,0,
2068,rrfs.t13z.nexrad.tm00.bufr_d,463581032,rrfs.t13z.nexrad.tm00.bufr_d,463581032,0,0.0
2069,rrfs.t22z.acqc_grc.tm00,8414,rrfs.t22z.acqc_grc.tm00,8414,0,0.0
2070,rrfs.t03z.cqc_events.tm00,0,rrfs.t03z.cqc_events.tm00,0,0,
2071,rrfs.t04z.acqc_merged_sorted.tm00,6996842,rrfs.t04z.acqc_merged_sorted.tm00,6996842,0,0.0
2072,rrfs.t09z.acqc_ord.tm00,38459,rrfs.t09z.acqc_ord.tm00,38459,0,0.0
2073,where_t11z_rrfs_dump_post_ran,45,where_t11z_rrfs_dump_post_ran,45,0,0.0
2074,where_t19z_rrfs_prep_ran,42,where_t19z_rrfs_prep_ran,42,0,0.0
2075,rrfs.t12z.osbuv8.tm00.bufr_d,0,rrfs.t12z.osbuv8.tm00.bufr_d,0,0,
2076,rrfs.t11z.lgycld.tm00.bufr_d,58811728,rrfs.t11z.lgycld.tm00.bufr_d,58811728,0,0.0
2077,rrfs.t18z.aircar.tm00.bufr_d,10799208,rrfs.t18z.aircar.tm00.bufr_d,10799208,0,0.0
2078,rrfs.t11z.atmsdb.tm00.bufr_d,15361744,rrfs.t11z.atmsdb.tm00.bufr_d,15361744,0,0.0
2079,rrfs.t02z.msone1.tm00.bufr_d,6131656,rrfs.t02z.msone1.tm00.bufr_d,6131656,0,0.0
2080,rrfs.t21z.cqc_sdm.tm00,0,rrfs.t21z.cqc_sdm.tm00,0,0,
2081,rrfs.t20z.uprair.tm00.bufr_d,0,rrfs.t20z.uprair.tm00.bufr_d,0,0,
2082,rrfs.t20z.acqc_merged_sorted.tm00,7568042,rrfs.t20z.acqc_merged_sorted.tm00,7568042,0,0.0
2083,rrfs.t02z.adpsfc.tm00.bufr_d.nr,1520080,rrfs.t02z.adpsfc.tm00.bufr_d.nr,1520080,0,0.0
2084,rrfs.t02z.adpsfc.tm00.bufr_d.listing,4083458,rrfs.t02z.adpsfc.tm00.bufr_d.listing,4083458,0,0.0
2085,rrfs.t21z.acqc_inv.tm00,68592,rrfs.t21z.acqc_inv.tm00,68592,0,0.0
2086,rrfs.t22z.proflr.tm00.bufr_d.listing,350114,rrfs.t22z.proflr.tm00.bufr_d.listing,350114,0,0.0
2087,rrfs.t06z.iasidb.tm00.bufr_d,68079456,rrfs.t06z.iasidb.tm00.bufr_d,68079456,0,0.0
2088,rrfs.t12z.atmsdb.tm00.bufr_d,18303928,rrfs.t12z.atmsdb.tm00.bufr_d,18303928,0,0.0
2089,rrfs.t08z.sevcsr.tm00.bufr_d,0,rrfs.t08z.sevcsr.tm00.bufr_d,0,0,
2090,rrfs.t04z.lghtng.tm00.bufr_d.nr,7112,rrfs.t04z.lghtng.tm00.bufr_d.nr,7112,0,0.0
2091,rrfs.t15z.gpsipw.tm00.bufr_d.nr,677136,rrfs.t15z.gpsipw.tm00.bufr_d.nr,677136,0,0.0
2092,rrfs.t04z.adpsfc.tm00.bufr_d.listing,4095877,rrfs.t04z.adpsfc.tm00.bufr_d.listing,4095877,0,0.0
2093,rrfs.t09z.ascatw.tm00.bufr_d,431880,rrfs.t09z.ascatw.tm00.bufr_d,431880,0,0.0
2094,rrfs.t17z.gpsipw.tm00.bufr_d.nr,715648,rrfs.t17z.gpsipw.tm00.bufr_d.nr,715648,0,0.0
2095,rrfs.t23z.aircar.tm00.bufr_d,10513544,rrfs.t23z.aircar.tm00.bufr_d,10513544,0,0.0
2096,rrfs.t04z.vadwnd.tm00.bufr_d,684024,rrfs.t04z.vadwnd.tm00.bufr_d,684024,0,0.0
2097,rrfs.t22z.rassda.tm00.bufr_d.listing,15556,rrfs.t22z.rassda.tm00.bufr_d.listing,15556,0,0.0
2098,rrfs.t02z.gsrasr.tm00.bufr_d,62616088,rrfs.t02z.gsrasr.tm00.bufr_d,62616088,0,0.0
2099,rrfs.t01z.vadwnd.tm00.bufr_d.listing,4159174,rrfs.t01z.vadwnd.tm00.bufr_d.listing,4159174,0,0.0
2100,rrfs.t07z.gpsro.tm00.bufr_d.nr,1508600,rrfs.t07z.gpsro.tm00.bufr_d.nr,1508600,0,0.0
2101,rrfs.t03z.crisf4.tm00.bufr_d,93913048,rrfs.t03z.crisf4.tm00.bufr_d,93913048,0,0.0
2102,rrfs.t20z.esatms.tm00.bufr_d,8007616,rrfs.t20z.esatms.tm00.bufr_d,8007616,0,0.0
2103,rrfs.t22z.gsrcsr.tm00.bufr_d,20574640,rrfs.t22z.gsrcsr.tm00.bufr_d,20574640,0,0.0
2104,rrfs.t06z.satwhr.tm00.bufr_d,7854256,rrfs.t06z.satwhr.tm00.bufr_d,7854256,0,0.0
2105,rrfs.t23z.prepbufr.tm00.nr,5570104,rrfs.t23z.prepbufr.tm00.nr,5570104,0,0.0
2106,rrfs.t12z.acqc_stk.tm00,1768389,rrfs.t12z.acqc_stk.tm00,1768389,0,0.0
2107,rrfs.t18z.acqc_inc.tm00,161466,rrfs.t18z.acqc_inc.tm00,161466,0,0.0
2108,rrfs.t13z.amsr2.tm00.bufr_d,2241904,rrfs.t13z.amsr2.tm00.bufr_d,2241904,0,0.0
2109,rrfs.t05z.esiasi.tm00.bufr_d,52370224,rrfs.t05z.esiasi.tm00.bufr_d,52370224,0,0.0
2110,where_t23z_rrfs_dump_ran,45,where_t23z_rrfs_dump_ran,45,0,0.0
2111,rrfs.t17z.cqc_events.tm00,0,rrfs.t17z.cqc_events.tm00,0,0,
2112,rrfs.t21z.adpsfc.tm00.bufr_d.listing,3839735,rrfs.t21z.adpsfc.tm00.bufr_d.listing,3839735,0,0.0
2113,rrfs.t04z.satwhr.tm00.bufr_d,12732544,rrfs.t04z.satwhr.tm00.bufr_d,12732544,0,0.0
2114,rrfs.t01z.esmhs.tm00.bufr_d,3471544,rrfs.t01z.esmhs.tm00.bufr_d,3471544,0,0.0
2115,where_t03z_rrfs_dump_ran,45,where_t03z_rrfs_dump_ran,45,0,0.0
2116,rrfs.t02z.rassda.tm00.bufr_d.listing,18579,rrfs.t02z.rassda.tm00.bufr_d.listing,18579,0,0.0
2117,rrfs.t06z.ascatt.tm00.bufr_d,1365752,rrfs.t06z.ascatt.tm00.bufr_d,1365752,0,0.0
2118,rrfs.t17z.nexrad.tm00.bufr_d,409109264,rrfs.t17z.nexrad.tm00.bufr_d,409109264,0,0.0
2119,rrfs.t15z.atms.tm00.bufr_d,14936816,rrfs.t15z.atms.tm00.bufr_d,14936816,0,0.0
2120,rrfs.t10z.osbuv8.tm00.bufr_d,0,rrfs.t10z.osbuv8.tm00.bufr_d,0,0,
2121,rrfs.t16z.iasidb.tm00.bufr_d,82065056,rrfs.t16z.iasidb.tm00.bufr_d,82065056,0,0.0
2122,rrfs.t17z.saldrn.tm00.bufr_d,52696,rrfs.t17z.saldrn.tm00.bufr_d,52696,0,0.0
2123,rrfs.t22z.acqc_log.tm00,23203719,rrfs.t22z.acqc_log.tm00,23203719,0,0.0
2124,rrfs.t12z.esmhs.tm00.bufr_d,3995328,rrfs.t12z.esmhs.tm00.bufr_d,3995328,0,0.0
2125,obsproc_version_for_t13z_rrfs_prep_post_run,24,obsproc_version_for_t13z_rrfs_prep_post_run,24,0,0.0
2126,rrfs.t15z.airsev.tm00.bufr_d,0,rrfs.t15z.airsev.tm00.bufr_d,0,0,
2127,rrfs.t06z.status.tm00.bufr_d,50119,rrfs.t06z.status.tm00.bufr_d,50119,0,0.0
2128,rrfs.t17z.aircft.tm00.bufr_d.nr,947912,rrfs.t17z.aircft.tm00.bufr_d.nr,947912,0,0.0
2129,rrfs.t19z.acqc_log.tm00,23207350,rrfs.t19z.acqc_log.tm00,23207350,0,0.0
2130,rrfs.t00z.osbuv8.tm00.bufr_d,0,rrfs.t00z.osbuv8.tm00.bufr_d,0,0,
2131,rrfs.t21z.cqc_radcor.tm00,1508,rrfs.t21z.cqc_radcor.tm00,1508,0,0.0
2132,rrfs.t10z.iasidb.tm00.bufr_d,36638352,rrfs.t10z.iasidb.tm00.bufr_d,36638352,0,0.0
2133,rrfs.t21z.aircft.tm00.bufr_d.listing,3040244,rrfs.t21z.aircft.tm00.bufr_d.listing,3040244,0,0.0
2134,rrfs.t07z.acqc_merged_sorted.tm00,3061022,rrfs.t07z.acqc_merged_sorted.tm00,3061022,0,0.0
2135,rrfs.t02z.acqc_ord.tm00,259549,rrfs.t02z.acqc_ord.tm00,259549,0,0.0
2136,rrfs.t11z.mtiasi.tm00.bufr_d,17752600,rrfs.t11z.mtiasi.tm00.bufr_d,17752600,0,0.0
2137,obsproc_version_for_t23z_rrfs_dump_run,124,obsproc_version_for_t23z_rrfs_dump_run,124,0,0.0
2138,rrfs.t08z.aircar.tm00.bufr_d.nr,22760,rrfs.t08z.aircar.tm00.bufr_d.nr,22760,0,0.0
2139,rrfs.t03z.aircar.tm00.bufr_d.listing,21193310,rrfs.t03z.aircar.tm00.bufr_d.listing,21193310,0,0.0
2140,rrfs.t11z.atms.tm00.bufr_d,19403184,rrfs.t11z.atms.tm00.bufr_d,19403184,0,0.0
2141,rrfs.t06z.adpupa.tm00.bufr_d.listing,13114,rrfs.t06z.adpupa.tm00.bufr_d.listing,13114,0,0.0
2142,rrfs.t12z.lghtng.tm00.bufr_d,1598264,rrfs.t12z.lghtng.tm00.bufr_d,1598264,0,0.0
2143,rrfs.t12z.prepbufr.tm00,65888720,rrfs.t12z.prepbufr.tm00,65888720,0,0.0
2144,rrfs.t04z.satwnd.tm00.bufr_d.listing,18188387,rrfs.t04z.satwnd.tm00.bufr_d.listing,18188387,0,0.0
2145,rrfs.t00z.prepbufr_pre-qc.tm00.nr,13861592,rrfs.t00z.prepbufr_pre-qc.tm00.nr,13861592,0,0.0
2146,rrfs.t11z.sfcshp.tm00.bufr_d.listing,1398057,rrfs.t11z.sfcshp.tm00.bufr_d.listing,1398057,0,0.0
2147,rrfs.t01z.1bmhs.tm00.bufr_d,5369816,rrfs.t01z.1bmhs.tm00.bufr_d,5369816,0,0.0
2148,rrfs.t19z.rassda.tm00.bufr_d,34504,rrfs.t19z.rassda.tm00.bufr_d,34504,0,0.0
2149,rrfs.t05z.adpupa.tm00.bufr_d,59312,rrfs.t05z.adpupa.tm00.bufr_d,59312,0,0.0
2150,rrfs.t15z.satwnd.tm00.bufr_d.listing,16088378,rrfs.t15z.satwnd.tm00.bufr_d.listing,16088378,0,0.0
2151,where_t22z_rrfs_prep_ran,42,where_t22z_rrfs_prep_ran,42,0,0.0
2152,rrfs.t01z.aircar.tm00.bufr_d.listing,21853209,rrfs.t01z.aircar.tm00.bufr_d.listing,21853209,0,0.0
2153,rrfs.t10z.aircar.tm00.bufr_d.nr,22760,rrfs.t10z.aircar.tm00.bufr_d.nr,22760,0,0.0
2154,rrfs.t04z.crisf4.tm00.bufr_d,105310064,rrfs.t04z.crisf4.tm00.bufr_d,105310064,0,0.0
2155,rrfs.t17z.gpsipw.tm00.bufr_d.listing,550268,rrfs.t17z.gpsipw.tm00.bufr_d.listing,550268,0,0.0
2156,rrfs.t16z.aircar.tm00.bufr_d.nr,22760,rrfs.t16z.aircar.tm00.bufr_d.nr,22760,0,0.0
2157,rrfs.t21z.msone1.tm00.bufr_d,6219848,rrfs.t21z.msone1.tm00.bufr_d,6219848,0,0.0
2158,rrfs.t04z.prepbufr_pre-qc.tm00,55824024,rrfs.t04z.prepbufr_pre-qc.tm00,55824024,0,0.0
2159,rrfs.t06z.acqc_spk.tm00,464,rrfs.t06z.acqc_spk.tm00,464,0,0.0
2160,rrfs.t05z.acqc_lst.tm00,326617,rrfs.t05z.acqc_lst.tm00,326617,0,0.0
2161,rrfs.t03z.adpsfc.tm00.bufr_d.nr,1517032,rrfs.t03z.adpsfc.tm00.bufr_d.nr,1517032,0,0.0
2162,rrfs.t21z.sevasr.tm00.bufr_d,1394096,rrfs.t21z.sevasr.tm00.bufr_d,1394096,0,0.0
2163,rrfs.t04z.adpupa.tm00.bufr_d.listing,2025,rrfs.t04z.adpupa.tm00.bufr_d.listing,2025,0,0.0
2164,rrfs.t20z.tideg.tm00.bufr_d,76896,rrfs.t20z.tideg.tm00.bufr_d,76896,0,0.0
2165,rrfs.t01z.cqc_events.tm00,852,rrfs.t01z.cqc_events.tm00,852,0,0.0
2166,rrfs.t15z.acqc_log.tm00,20874272,rrfs.t15z.acqc_log.tm00,20874272,0,0.0
2167,rrfs.t20z.gsrasr.tm00.bufr_d,62578184,rrfs.t20z.gsrasr.tm00.bufr_d,62578184,0,0.0
2168,where_t06z_rrfs_dump_post_ran,45,where_t06z_rrfs_dump_post_ran,45,0,0.0
2169,rrfs.t02z.uprair.tm00.bufr_d,230984,rrfs.t02z.uprair.tm00.bufr_d,230984,0,0.0
2170,rrfs.t04z.esiasi.tm00.bufr_d,81736360,rrfs.t04z.esiasi.tm00.bufr_d,81736360,0,0.0
2171,rrfs.t15z.gpsro.tm00.bufr_d,1939216,rrfs.t15z.gpsro.tm00.bufr_d,1939216,0,0.0
2172,rrfs.t15z.iasidb.tm00.bufr_d,71017952,rrfs.t15z.iasidb.tm00.bufr_d,71017952,0,0.0
2173,rrfs.t00z.nexrad.tm00.bufr_d,948791368,rrfs.t00z.nexrad.tm00.bufr_d,948791368,0,0.0
2174,rrfs.t07z.saldrn.tm00.bufr_d,69312,rrfs.t07z.saldrn.tm00.bufr_d,69312,0,0.0
2175,rrfs.t06z.sgesprep_pathname.tm00,73,rrfs.t06z.sgesprep_pathname.tm00,73,0,0.0
2176,rrfs.t15z.imssnow,19958468,rrfs.t15z.imssnow,19958468,0,0.0
2177,rrfs.t16z.prepbufr_pre-qc.tm00.nr,4909184,rrfs.t16z.prepbufr_pre-qc.tm00.nr,4909184,0,0.0
2178,rrfs.t14z.esamua.tm00.bufr_d,817704,rrfs.t14z.esamua.tm00.bufr_d,817704,0,0.0
2179,rrfs.t06z.cqc_sdm.tm00,8491,rrfs.t06z.cqc_sdm.tm00,8491,0,0.0
2180,where_t22z_rrfs_dump_post_ran,45,where_t22z_rrfs_dump_post_ran,45,0,0.0
2181,rrfs.t00z.cqc_sdm.tm00,5679977,rrfs.t00z.cqc_sdm.tm00,5679977,0,0.0
2182,obsproc_version_for_t00z_rrfs_dump_run,124,obsproc_version_for_t00z_rrfs_dump_run,124,0,0.0
2183,rrfs.t15z.snocvr.tm00.bufr_d,1037952,rrfs.t15z.snocvr.tm00.bufr_d,1037952,0,0.0
2184,rrfs.t22z.aircft.tm00.bufr_d.listing,2948830,rrfs.t22z.aircft.tm00.bufr_d.listing,2948830,0,0.0
2185,rrfs.t02z.msonet.tm00.bufr_d.nr,35688,rrfs.t02z.msonet.tm00.bufr_d.nr,35688,0,0.0
2186,where_t16z_rrfs_prep_post_ran,45,where_t16z_rrfs_prep_post_ran,45,0,0.0
2187,rrfs.t07z.aircar.tm00.bufr_d.nr,22760,rrfs.t07z.aircar.tm00.bufr_d.nr,22760,0,0.0
2188,rrfs.t19z.crisf4.tm00.bufr_d,115101472,rrfs.t19z.crisf4.tm00.bufr_d,115101472,0,0.0
2189,where_t14z_rrfs_dump_post_ran,45,where_t14z_rrfs_dump_post_ran,45,0,0.0
2190,rrfs.t02z.esiasi.tm00.bufr_d,98739992,rrfs.t02z.esiasi.tm00.bufr_d,98739992,0,0.0
2191,rrfs.t16z.aircft.tm00.bufr_d.listing,3303017,rrfs.t16z.aircft.tm00.bufr_d.listing,3303017,0,0.0
2192,rrfs.t11z.aircft.tm00.bufr_d,2903048,rrfs.t11z.aircft.tm00.bufr_d,2903048,0,0.0
2193,rrfs.t14z.acqc_spk.tm00,464,rrfs.t14z.acqc_spk.tm00,464,0,0.0
2194,rrfs.t04z.sgesprep.tm00,6845955495,rrfs.t04z.sgesprep.tm00,6845955495,0,0.0
2195,rrfs.t00z.sfcshp.tm00.bufr_d,1277064,rrfs.t00z.sfcshp.tm00.bufr_d,1277064,0,0.0
